"longitude (degree: E+, W-)","latitude (degree: N+, S-)",Level 3p (pieces/km2),Level 3w1 (g/km2),Level 3w2 (g/km2)
,,-9999: No data,,
-37.5,45,13714,325.14,12.526
-32.5,45,13402,317.84,12.659
-27.5,45,-9999,-9999,-9999
-22.5,45,342070,8100.7,726.45
-17.5,45,364800,8642,690.41
-12.5,45,568280,13452,1153.4
-7.5,45,416300,9853.7,811.7
-2.5,45,91547,2164.1,105.78
2.5,45,389660,9227,1135
7.5,45,548410,12985,1545.3
12.5,45,282870,6687.8,681.58
17.5,45,-9999,-9999,-9999
22.5,45,-9999,-9999,-9999
27.5,45,22284,526.89,28.806
32.5,45,-9999,-9999,-9999
37.5,45,-9999,-9999,-9999
42.5,45,-9999,-9999,-9999
47.5,45,-9999,-9999,-9999
52.5,45,-9999,-9999,-9999
57.5,45,-9999,-9999,-9999
62.5,45,-9999,-9999,-9999
67.5,45,-9999,-9999,-9999
72.5,45,-9999,-9999,-9999
77.5,45,-9999,-9999,-9999
82.5,45,-9999,-9999,-9999
87.5,45,-9999,-9999,-9999
92.5,45,-9999,-9999,-9999
97.5,45,-9999,-9999,-9999
102.5,45,-9999,-9999,-9999
107.5,45,-9999,-9999,-9999
112.5,45,-9999,-9999,-9999
117.5,45,-9999,-9999,-9999
122.5,45,239140,5671.3,693.52
127.5,45,266370,6319.2,1144.4
132.5,45,200910,4769.7,1905.6
137.5,45,217330,5161.8,1366.1
142.5,45,414420,9829.9,894.08
147.5,45,25876,614.47,-9999
152.5,45,208010,4929.6,384.15
157.5,45,-9999,-9999,-9999
162.5,45,-9999,-9999,-9999
167.5,45,21901,518.08,22.672
172.5,45,27572,652.31,27.984
177.5,45,24375,576.75,23.939
-177.5,47,7243.3,171.55,5.5529
-172.5,47,4888.9,115.79,3.7589
-167.5,47,-9999,-9999,-9999
-162.5,47,-9999,-9999,-9999
-157.5,47,244.49,5.7767,0.12114
-152.5,47,452.44,10.691,0.22418
-147.5,47,544.33,12.864,0.27259
-142.5,47,2175.3,51.461,1.5198
-137.5,47,4219.5,99.86,3.1129
-132.5,47,273.74,6.6241,-9999
-127.5,47,-9999,-9999,-9999
-122.5,47,3856,91.155,3.1073
-117.5,47,4494.1,106.24,3.5594
-112.5,47,2763.5,65.329,2.2095
-107.5,47,-9999,-9999,-9999
-102.5,47,-9999,-9999,-9999
-97.5,47,6836.5,161.42,-9999
-92.5,47,33770,799.36,-9999
-87.5,47,-9999,-9999,-9999
-82.5,47,15414,364.85,-9999
-77.5,47,170760,4034.9,-9999
-72.5,47,115960,2737.2,-9999
-67.5,47,115300,2729,-9999
-62.5,47,34349,813.56,-9999
-57.5,47,5321.4,126.04,4.2131
-52.5,47,8723.5,206.5,7.916
-47.5,47,4945.6,117.09,3.507
-42.5,47,4382,103.72,3.189
-37.5,47,6906.4,163.67,5.9085
-32.5,47,10779,255.36,9.3467
-27.5,47,277780,6578.7,607.4
-22.5,47,507160,12021,1058.9
-17.5,47,1070700,25357,2344
-12.5,47,736570,17431,1240.4
-7.5,47,400760,9478.4,798.82
-2.5,47,-9999,-9999,-9999
2.5,47,265740,6294.8,708.99
7.5,47,596800,14130,1617.7
12.5,47,224330,5319.1,518.31
17.5,47,71317,1688.3,114.3
22.5,47,-9999,-9999,-9999
27.5,47,-9999,-9999,-9999
32.5,47,-9999,-9999,-9999
37.5,47,-9999,-9999,-9999
42.5,47,-9999,-9999,-9999
47.5,47,-9999,-9999,-9999
52.5,47,-9999,-9999,-9999
57.5,47,-9999,-9999,-9999
62.5,47,-9999,-9999,-9999
67.5,47,-9999,-9999,-9999
72.5,47,-9999,-9999,-9999
77.5,47,-9999,-9999,-9999
82.5,47,-9999,-9999,-9999
87.5,47,-9999,-9999,-9999
92.5,47,-9999,-9999,-9999
97.5,47,-9999,-9999,-9999
102.5,47,-9999,-9999,-9999
107.5,47,-9999,-9999,-9999
112.5,47,-9999,-9999,-9999
117.5,47,-9999,-9999,-9999
122.5,47,-9999,-9999,-9999
127.5,47,233060,5529.2,-9999
132.5,47,255090,6052.1,27.231
137.5,47,319430,7573.1,905.29
142.5,47,146920,3480.8,257.04
147.5,47,118530,2809.1,216.5
152.5,47,-9999,-9999,-9999
157.5,47,-9999,-9999,-9999
162.5,47,-9999,-9999,-9999
167.5,47,3946.9,93.478,3.0003
172.5,47,10898,257.96,9.8695
177.5,47,8471.6,200.63,6.6726
-177.5,49,4386.2,103.89,3.3811
-172.5,49,-9999,-9999,-9999
-167.5,49,-9999,-9999,-9999
-162.5,49,-9999,-9999,-9999
-157.5,49,280.58,6.6352,0.13902
-152.5,49,383.63,9.0703,0.19009
-147.5,49,439.42,10.392,0.21807
-142.5,49,-9999,-9999,-9999
-137.5,49,4328.8,102.59,5.0421
-132.5,49,6405.9,151.66,7.9522
-127.5,49,6067.6,143.44,7.3375
-122.5,49,4043.8,95.387,4.2372
-117.5,49,2631,62.097,2.2612
-112.5,49,1716.1,40.543,1.286
-107.5,49,-9999,-9999,-9999
-102.5,49,-9999,-9999,-9999
-97.5,49,7317.5,172.72,-9999
-92.5,49,135.44,2.9447,-9999
-87.5,49,11992,283.84,-9999
-82.5,49,5237.3,123.99,-9999
-77.5,49,103940,2460.3,-9999
-72.5,49,140920,3335.6,-9999
-67.5,49,96384,2281.9,-9999
-62.5,49,440.72,10.515,-9999
-57.5,49,1294.5,30.732,0.59236
-52.5,49,1411.5,33.458,0.6884
-47.5,49,2959.1,70.048,2.1091
-42.5,49,2708.7,64.112,2.0029
-37.5,49,2351.1,55.637,1.6574
-32.5,49,4370.1,103.37,3.3694
-27.5,49,105290,2495.6,134.66
-22.5,49,1431200,33917,3520.4
-17.5,49,1342200,31810,2677.6
-12.5,49,1069700,25329,2128.5
-7.5,49,1502800,35556,4935.2
-2.5,49,438780,10361,1594.5
2.5,49,68416,1616.4,89.076
7.5,49,53287,1258.9,72.618
12.5,49,31582,746.14,45.184
17.5,49,-9999,-9999,-9999
22.5,49,-9999,-9999,-9999
27.5,49,-9999,-9999,-9999
32.5,49,-9999,-9999,-9999
37.5,49,-9999,-9999,-9999
42.5,49,-9999,-9999,-9999
47.5,49,-9999,-9999,-9999
52.5,49,-9999,-9999,-9999
57.5,49,-9999,-9999,-9999
62.5,49,-9999,-9999,-9999
67.5,49,-9999,-9999,-9999
72.5,49,-9999,-9999,-9999
77.5,49,-9999,-9999,-9999
82.5,49,-9999,-9999,-9999
87.5,49,-9999,-9999,-9999
92.5,49,-9999,-9999,-9999
97.5,49,-9999,-9999,-9999
102.5,49,-9999,-9999,-9999
107.5,49,-9999,-9999,-9999
112.5,49,-9999,-9999,-9999
117.5,49,-9999,-9999,-9999
122.5,49,-9999,-9999,-9999
127.5,49,-9999,-9999,-9999
132.5,49,-9999,-9999,-9999
137.5,49,-9999,-9999,-9999
142.5,49,-9999,-9999,-9999
147.5,49,-9999,-9999,-9999
152.5,49,-9999,-9999,-9999
157.5,49,-9999,-9999,-9999
162.5,49,-9999,-9999,-9999
167.5,49,-9999,-9999,-9999
172.5,49,3958.4,93.754,3.0359
177.5,49,4809.7,113.92,3.698
-177.5,51,0.00E+00,0.00E+00,0.00E+00
-172.5,51,17808,422.14,26.754
-167.5,51,25015,592.86,37.596
-162.5,51,26958,638.72,39.591
-157.5,51,22142,524.56,32.395
-152.5,51,222.91,5.2716,0.11045
-147.5,51,132.57,3.128,6.14E-02
-142.5,51,-9999,-9999,-9999
-137.5,51,8647.6,204.7,11.664
-132.5,51,17918,423.78,23.938
-127.5,51,22385,529.12,29.522
-122.5,51,18928,447.08,24.741
-117.5,51,9438.9,222.66,11.647
-112.5,51,1270.1,30.006,0.95473
-107.5,51,-9999,-9999,-9999
-102.5,51,-9999,-9999,-9999
-97.5,51,-9999,-9999,-9999
-92.5,51,-9999,-9999,-9999
-87.5,51,5614.9,132.71,-9999
-82.5,51,4477.5,106.22,-9999
-77.5,51,-9999,-9999,-9999
-72.5,51,-9999,-9999,-9999
-67.5,51,-9999,-9999,-9999
-62.5,51,-9999,-9999,-9999
-57.5,51,475.82,11.27,0.25033
-52.5,51,-9999,-9999,-9999
-47.5,51,-9999,-9999,-9999
-42.5,51,-9999,-9999,-9999
-37.5,51,-9999,-9999,-9999
-32.5,51,3032.2,71.716,2.2717
-27.5,51,476380,11278,1088.9
-22.5,51,1610000,38167,3449.8
-17.5,51,1601500,37963,2740.9
-12.5,51,2782300,65865,7593.7
-7.5,51,5162200,122170,17637
-2.5,51,5265400,124610,18791
2.5,51,52705,1245.5,74.686
7.5,51,40126,948.23,60.24
12.5,51,23218,548.64,37.264
17.5,51,-9999,-9999,-9999
22.5,51,-9999,-9999,-9999
27.5,51,-9999,-9999,-9999
32.5,51,-9999,-9999,-9999
37.5,51,-9999,-9999,-9999
42.5,51,-9999,-9999,-9999
47.5,51,-9999,-9999,-9999
52.5,51,-9999,-9999,-9999
57.5,51,-9999,-9999,-9999
62.5,51,-9999,-9999,-9999
67.5,51,-9999,-9999,-9999
72.5,51,-9999,-9999,-9999
77.5,51,-9999,-9999,-9999
82.5,51,-9999,-9999,-9999
87.5,51,-9999,-9999,-9999
92.5,51,-9999,-9999,-9999
97.5,51,-9999,-9999,-9999
102.5,51,-9999,-9999,-9999
107.5,51,-9999,-9999,-9999
112.5,51,-9999,-9999,-9999
117.5,51,-9999,-9999,-9999
122.5,51,-9999,-9999,-9999
127.5,51,-9999,-9999,-9999
132.5,51,-9999,-9999,-9999
137.5,51,-9999,-9999,-9999
142.5,51,-9999,-9999,-9999
147.5,51,-9999,-9999,-9999
152.5,51,-9999,-9999,-9999
157.5,51,-9999,-9999,-9999
162.5,51,-9999,-9999,-9999
167.5,51,-9999,-9999,-9999
172.5,51,-9999,-9999,-9999
177.5,51,-9999,-9999,-9999
-177.5,53,12716,301.66,20.421
-172.5,53,27206,644.4,42.344
-167.5,53,42468,1005.4,60.172
-162.5,53,45261,1071.2,60.889
-157.5,53,36267,858.2,46.797
-152.5,53,17618,416.89,21.244
-147.5,53,22.812,0.53918,7.27E-03
-142.5,53,-9999,-9999,-9999
-137.5,53,1466.6,34.863,1.6111
-132.5,53,14741,348.59,18.99
-127.5,53,22615,534.49,29.326
-122.5,53,21667,511.87,28.11
-117.5,53,8419.5,198.56,10.48
-112.5,53,-9999,-9999,-9999
-107.5,53,-9999,-9999,-9999
-102.5,53,-9999,-9999,-9999
-97.5,53,-9999,-9999,-9999
-92.5,53,-9999,-9999,-9999
-87.5,53,-9999,-9999,-9999
-82.5,53,-9999,-9999,-9999
-77.5,53,-9999,-9999,-9999
-72.5,53,-9999,-9999,-9999
-67.5,53,-9999,-9999,-9999
-62.5,53,-9999,-9999,-9999
-57.5,53,-9999,-9999,-9999
-52.5,53,-9999,-9999,-9999
-47.5,53,-9999,-9999,-9999
-42.5,53,-9999,-9999,-9999
-37.5,53,-9999,-9999,-9999
-32.5,53,394530,9343.7,958.74
-27.5,53,1265400,29968,3125.4
-22.5,53,2197700,52083,5074.8
-17.5,53,2053800,48668,4255.6
-12.5,53,2195800,51979,5288.8
-7.5,53,4440800,105100,14770
-2.5,53,5304700,125560,18987
2.5,53,20846,492.86,34.912
7.5,53,14527,343.45,27.223
12.5,53,1183.4,27.889,0.72983
17.5,53,-9999,-9999,-9999
22.5,53,-9999,-9999,-9999
27.5,53,-9999,-9999,-9999
32.5,53,-9999,-9999,-9999
37.5,53,-9999,-9999,-9999
42.5,53,-9999,-9999,-9999
47.5,53,-9999,-9999,-9999
52.5,53,-9999,-9999,-9999
57.5,53,-9999,-9999,-9999
62.5,53,-9999,-9999,-9999
67.5,53,-9999,-9999,-9999
72.5,53,-9999,-9999,-9999
77.5,53,-9999,-9999,-9999
82.5,53,-9999,-9999,-9999
87.5,53,-9999,-9999,-9999
92.5,53,-9999,-9999,-9999
97.5,53,-9999,-9999,-9999
102.5,53,-9999,-9999,-9999
107.5,53,-9999,-9999,-9999
112.5,53,-9999,-9999,-9999
117.5,53,-9999,-9999,-9999
122.5,53,-9999,-9999,-9999
127.5,53,-9999,-9999,-9999
132.5,53,-9999,-9999,-9999
137.5,53,-9999,-9999,-9999
142.5,53,-9999,-9999,-9999
147.5,53,-9999,-9999,-9999
152.5,53,-9999,-9999,-9999
157.5,53,-9999,-9999,-9999
162.5,53,-9999,-9999,-9999
167.5,53,-9999,-9999,-9999
172.5,53,-9999,-9999,-9999
177.5,53,-9999,-9999,-9999
-177.5,55,14428,342.02,21.574
-172.5,55,31468,744.91,42.208
-167.5,55,41389,979.51,52.925
-162.5,55,41289,976.98,50.449
-157.5,55,30982,733.01,35.921
-152.5,55,14846,351.17,15.404
-147.5,55,4392.6,104.07,4.3702
-142.5,55,350.89,8.3249,0.24119
-137.5,55,786.7,18.639,0.47319
-132.5,55,1128.1,26.696,0.1504
-127.5,55,6760.3,159.72,7.5004
-122.5,55,5538.9,130.73,5.6491
-117.5,55,1191.5,28.238,0.82568
-112.5,55,-9999,-9999,-9999
-107.5,55,-9999,-9999,-9999
-102.5,55,-9999,-9999,-9999
-97.5,55,-9999,-9999,-9999
-92.5,55,-9999,-9999,-9999
-87.5,55,-9999,-9999,-9999
-82.5,55,-9999,-9999,-9999
-77.5,55,-9999,-9999,-9999
-72.5,55,-9999,-9999,-9999
-67.5,55,-9999,-9999,-9999
-62.5,55,-9999,-9999,-9999
-57.5,55,-9999,-9999,-9999
-52.5,55,-9999,-9999,-9999
-47.5,55,-9999,-9999,-9999
-42.5,55,-9999,-9999,-9999
-37.5,55,-9999,-9999,-9999
-32.5,55,-9999,-9999,-9999
-27.5,55,1442100,34154,3622.9
-22.5,55,2439900,57832,5860.7
-17.5,55,2478100,58720,5935.3
-12.5,55,1187300,28123,2505.9
-7.5,55,779120,18434,2143.7
-2.5,55,931320,22042,3652.8
2.5,55,1597,37.607,1.2549
7.5,55,399.38,9.4255,0.23262
12.5,55,-9999,-9999,-9999
17.5,55,-9999,-9999,-9999
22.5,55,-9999,-9999,-9999
27.5,55,-9999,-9999,-9999
32.5,55,-9999,-9999,-9999
37.5,55,-9999,-9999,-9999
42.5,55,-9999,-9999,-9999
47.5,55,-9999,-9999,-9999
52.5,55,-9999,-9999,-9999
57.5,55,-9999,-9999,-9999
62.5,55,-9999,-9999,-9999
67.5,55,-9999,-9999,-9999
72.5,55,-9999,-9999,-9999
77.5,55,-9999,-9999,-9999
82.5,55,-9999,-9999,-9999
87.5,55,-9999,-9999,-9999
92.5,55,-9999,-9999,-9999
97.5,55,-9999,-9999,-9999
102.5,55,-9999,-9999,-9999
107.5,55,-9999,-9999,-9999
112.5,55,-9999,-9999,-9999
117.5,55,-9999,-9999,-9999
122.5,55,-9999,-9999,-9999
127.5,55,-9999,-9999,-9999
132.5,55,-9999,-9999,-9999
137.5,55,-9999,-9999,-9999
142.5,55,-9999,-9999,-9999
147.5,55,-9999,-9999,-9999
152.5,55,-9999,-9999,-9999
157.5,55,-9999,-9999,-9999
162.5,55,-9999,-9999,-9999
167.5,55,-9999,-9999,-9999
172.5,55,-9999,-9999,-9999
177.5,55,0.00E+00,0.00E+00,0.00E+00
-177.5,57,11212,265.4,13.294
-172.5,57,17834,422.06,20.299
-167.5,57,21451,507.58,23.04
-162.5,57,18718,442.87,18.344
-157.5,57,10799,255.5,8.4211
-152.5,57,21.38,0.89023,-9999
-147.5,57,1825.6,43.38,1.7511
-142.5,57,-9999,-9999,-9999
-137.5,57,445,10.55,0.29939
-132.5,57,950.66,22.536,0.65234
-127.5,57,1226.9,29.083,0.84308
-122.5,57,778.74,18.458,0.53413
-117.5,57,-9999,-9999,-9999
-112.5,57,-9999,-9999,-9999
-107.5,57,-9999,-9999,-9999
-102.5,57,-9999,-9999,-9999
-97.5,57,-9999,-9999,-9999
-92.5,57,-9999,-9999,-9999
-87.5,57,-9999,-9999,-9999
-82.5,57,-9999,-9999,-9999
-77.5,57,-9999,-9999,-9999
-72.5,57,-9999,-9999,-9999
-67.5,57,-9999,-9999,-9999
-62.5,57,-9999,-9999,-9999
-57.5,57,-9999,-9999,-9999
-52.5,57,-9999,-9999,-9999
-47.5,57,-9999,-9999,-9999
-42.5,57,-9999,-9999,-9999
-37.5,57,-9999,-9999,-9999
-32.5,57,-9999,-9999,-9999
-27.5,57,491760,11658,1061.4
-22.5,57,2434100,57653,5700.1
-17.5,57,1999600,47371,4571.1
-12.5,57,1164500,27584,2467.6
-7.5,57,325460,7702,503.76
-2.5,57,-9999,-9999,-9999
2.5,57,-9999,-9999,-9999
7.5,57,-9999,-9999,-9999
12.5,57,-9999,-9999,-9999
17.5,57,-9999,-9999,-9999
22.5,57,-9999,-9999,-9999
27.5,57,-9999,-9999,-9999
32.5,57,-9999,-9999,-9999
37.5,57,-9999,-9999,-9999
42.5,57,-9999,-9999,-9999
47.5,57,-9999,-9999,-9999
52.5,57,-9999,-9999,-9999
57.5,57,-9999,-9999,-9999
62.5,57,-9999,-9999,-9999
67.5,57,-9999,-9999,-9999
72.5,57,-9999,-9999,-9999
77.5,57,-9999,-9999,-9999
82.5,57,-9999,-9999,-9999
87.5,57,-9999,-9999,-9999
92.5,57,-9999,-9999,-9999
97.5,57,-9999,-9999,-9999
102.5,57,-9999,-9999,-9999
107.5,57,-9999,-9999,-9999
112.5,57,-9999,-9999,-9999
117.5,57,-9999,-9999,-9999
122.5,57,-9999,-9999,-9999
127.5,57,-9999,-9999,-9999
132.5,57,-9999,-9999,-9999
137.5,57,-9999,-9999,-9999
142.5,57,-9999,-9999,-9999
147.5,57,-9999,-9999,-9999
152.5,57,-9999,-9999,-9999
157.5,57,-9999,-9999,-9999
162.5,57,-9999,-9999,-9999
167.5,57,-9999,-9999,-9999
172.5,57,-9999,-9999,-9999
177.5,57,-9999,-9999,-9999
-177.5,59,-9999,-9999,-9999
-172.5,59,7622.2,180.66,8.3887
-167.5,59,8116.1,192.45,8.4952
-162.5,59,5198.7,123.5,4.8396
-157.5,59,-9999,-9999,-9999
-152.5,59,683.81,16.308,0.73265
-147.5,59,0.00E+00,0.00E+00,0.00E+00
-142.5,59,-9999,-9999,-9999
-137.5,59,-9999,-9999,-9999
-132.5,59,-9999,-9999,-9999
-127.5,59,-9999,-9999,-9999
-122.5,59,0.00E+00,0.00E+00,0.00E+00
-117.5,59,-9999,-9999,-9999
-112.5,59,-9999,-9999,-9999
-107.5,59,-9999,-9999,-9999
-102.5,59,-9999,-9999,-9999
-97.5,59,-9999,-9999,-9999
-92.5,59,-9999,-9999,-9999
-87.5,59,-9999,-9999,-9999
-82.5,59,-9999,-9999,-9999
-77.5,59,-9999,-9999,-9999
-72.5,59,-9999,-9999,-9999
-67.5,59,-9999,-9999,-9999
-62.5,59,6065.7,143.47,4.8099
-57.5,59,7061.9,167.06,5.5096
-52.5,59,7019.2,166.09,5.3691
-47.5,59,5952.1,140.88,4.4436
-42.5,59,4302.2,101.86,3.1166
-37.5,59,-9999,-9999,-9999
-32.5,59,-9999,-9999,-9999
-27.5,59,154690,3664,278.54
-22.5,59,655630,15530,1404
-17.5,59,773230,18313,1606.3
-12.5,59,616280,14593,1211.8
-7.5,59,357770,8467.7,612.2
-2.5,59,155220,3669.4,159.24
2.5,59,-9999,-9999,-9999
7.5,59,-9999,-9999,-9999
12.5,59,-9999,-9999,-9999
17.5,59,-9999,-9999,-9999
22.5,59,-9999,-9999,-9999
27.5,59,-9999,-9999,-9999
32.5,59,-9999,-9999,-9999
37.5,59,-9999,-9999,-9999
42.5,59,-9999,-9999,-9999
47.5,59,-9999,-9999,-9999
52.5,59,-9999,-9999,-9999
57.5,59,-9999,-9999,-9999
62.5,59,-9999,-9999,-9999
67.5,59,-9999,-9999,-9999
72.5,59,-9999,-9999,-9999
77.5,59,-9999,-9999,-9999
82.5,59,-9999,-9999,-9999
87.5,59,-9999,-9999,-9999
92.5,59,-9999,-9999,-9999
97.5,59,-9999,-9999,-9999
102.5,59,-9999,-9999,-9999
107.5,59,-9999,-9999,-9999
112.5,59,-9999,-9999,-9999
117.5,59,-9999,-9999,-9999
122.5,59,-9999,-9999,-9999
127.5,59,-9999,-9999,-9999
132.5,59,-9999,-9999,-9999
137.5,59,-9999,-9999,-9999
142.5,59,-9999,-9999,-9999
147.5,59,-9999,-9999,-9999
152.5,59,-9999,-9999,-9999
157.5,59,-9999,-9999,-9999
162.5,59,-9999,-9999,-9999
167.5,59,-9999,-9999,-9999
172.5,59,-9999,-9999,-9999
177.5,59,-9999,-9999,-9999
-177.5,61,-9999,-9999,-9999
-172.5,61,-9999,-9999,-9999
-167.5,61,-9999,-9999,-9999
-162.5,61,-9999,-9999,-9999
-157.5,61,-9999,-9999,-9999
-152.5,61,-9999,-9999,-9999
-147.5,61,-9999,-9999,-9999
-142.5,61,0.00E+00,0.00E+00,0.00E+00
-137.5,61,0.00E+00,0.00E+00,0.00E+00
-132.5,61,0.00E+00,0.00E+00,0.00E+00
-127.5,61,0.00E+00,0.00E+00,0.00E+00
-122.5,61,-9999,-9999,-9999
-117.5,61,-9999,-9999,-9999
-112.5,61,-9999,-9999,-9999
-107.5,61,-9999,-9999,-9999
-102.5,61,-9999,-9999,-9999
-97.5,61,-9999,-9999,-9999
-92.5,61,-9999,-9999,-9999
-87.5,61,-9999,-9999,-9999
-82.5,61,-9999,-9999,-9999
-77.5,61,-9999,-9999,-9999
-72.5,61,-9999,-9999,-9999
-67.5,61,7386.9,174.67,5.9822
-62.5,61,10271,242.87,8.2831
-57.5,61,12026,284.4,9.6172
-52.5,61,12244,289.6,9.7013
-47.5,61,10853,256.71,8.5126
-42.5,61,8385.8,198.38,6.5086
-37.5,61,4932.2,116.73,3.6941
-32.5,61,-9999,-9999,-9999
-27.5,61,42086,996.45,50.991
-22.5,61,-9999,-9999,-9999
-17.5,61,120670,2864.6,214.72
-12.5,61,265320,6288.5,516.9
-7.5,61,404070,9572.7,802.31
-2.5,61,531120,12579,1069.5
2.5,61,-9999,-9999,-9999
7.5,61,-9999,-9999,-9999
12.5,61,-9999,-9999,-9999
17.5,61,-9999,-9999,-9999
22.5,61,-9999,-9999,-9999
27.5,61,-9999,-9999,-9999
32.5,61,-9999,-9999,-9999
37.5,61,-9999,-9999,-9999
42.5,61,-9999,-9999,-9999
47.5,61,-9999,-9999,-9999
52.5,61,-9999,-9999,-9999
57.5,61,-9999,-9999,-9999
62.5,61,-9999,-9999,-9999
67.5,61,-9999,-9999,-9999
72.5,61,-9999,-9999,-9999
77.5,61,-9999,-9999,-9999
82.5,61,-9999,-9999,-9999
87.5,61,-9999,-9999,-9999
92.5,61,-9999,-9999,-9999
97.5,61,-9999,-9999,-9999
102.5,61,-9999,-9999,-9999
107.5,61,-9999,-9999,-9999
112.5,61,-9999,-9999,-9999
117.5,61,-9999,-9999,-9999
122.5,61,-9999,-9999,-9999
127.5,61,-9999,-9999,-9999
132.5,61,-9999,-9999,-9999
137.5,61,-9999,-9999,-9999
142.5,61,-9999,-9999,-9999
147.5,61,-9999,-9999,-9999
152.5,61,-9999,-9999,-9999
157.5,61,-9999,-9999,-9999
162.5,61,-9999,-9999,-9999
167.5,61,-9999,-9999,-9999
172.5,61,-9999,-9999,-9999
177.5,61,-9999,-9999,-9999
-177.5,63,-9999,-9999,-9999
-172.5,63,-9999,-9999,-9999
-167.5,63,-9999,-9999,-9999
-162.5,63,-9999,-9999,-9999
-157.5,63,-9999,-9999,-9999
-152.5,63,-9999,-9999,-9999
-147.5,63,-9999,-9999,-9999
-142.5,63,-9999,-9999,-9999
-137.5,63,-9999,-9999,-9999
-132.5,63,-9999,-9999,-9999
-127.5,63,-9999,-9999,-9999
-122.5,63,-9999,-9999,-9999
-117.5,63,-9999,-9999,-9999
-112.5,63,-9999,-9999,-9999
-107.5,63,-9999,-9999,-9999
-102.5,63,-9999,-9999,-9999
-97.5,63,-9999,-9999,-9999
-92.5,63,-9999,-9999,-9999
-87.5,63,-9999,-9999,-9999
-82.5,63,-9999,-9999,-9999
-77.5,63,-9999,-9999,-9999
-72.5,63,-9999,-9999,-9999
-67.5,63,10132,239.49,8.3727
-62.5,63,13583,321.07,11.192
-57.5,63,15993,378.05,13.13
-52.5,63,16579,391.93,13.563
-47.5,63,15146,358.06,12.347
-42.5,63,12207,288.59,9.9193
-37.5,63,8690.6,205.45,7.0432
-32.5,63,-9999,-9999,-9999
-27.5,63,-9999,-9999,-9999
-22.5,63,57726,1365.8,72.543
-17.5,63,35795,855.39,94.145
-12.5,63,165210,3922.4,382.03
-7.5,63,290550,6889.9,639.22
-2.5,63,379300,8989.6,809.14
2.5,63,-9999,-9999,-9999
7.5,63,-9999,-9999,-9999
12.5,63,-9999,-9999,-9999
17.5,63,-9999,-9999,-9999
22.5,63,-9999,-9999,-9999
27.5,63,-9999,-9999,-9999
32.5,63,-9999,-9999,-9999
37.5,63,-9999,-9999,-9999
42.5,63,-9999,-9999,-9999
47.5,63,-9999,-9999,-9999
52.5,63,-9999,-9999,-9999
57.5,63,-9999,-9999,-9999
62.5,63,-9999,-9999,-9999
67.5,63,-9999,-9999,-9999
72.5,63,-9999,-9999,-9999
77.5,63,-9999,-9999,-9999
82.5,63,-9999,-9999,-9999
87.5,63,-9999,-9999,-9999
92.5,63,-9999,-9999,-9999
97.5,63,-9999,-9999,-9999
102.5,63,-9999,-9999,-9999
107.5,63,-9999,-9999,-9999
112.5,63,-9999,-9999,-9999
117.5,63,-9999,-9999,-9999
122.5,63,-9999,-9999,-9999
127.5,63,-9999,-9999,-9999
132.5,63,-9999,-9999,-9999
137.5,63,-9999,-9999,-9999
142.5,63,-9999,-9999,-9999
147.5,63,-9999,-9999,-9999
152.5,63,-9999,-9999,-9999
157.5,63,-9999,-9999,-9999
162.5,63,-9999,-9999,-9999
167.5,63,-9999,-9999,-9999
172.5,63,-9999,-9999,-9999
177.5,63,-9999,-9999,-9999
-177.5,65,-9999,-9999,-9999
-172.5,65,-9999,-9999,-9999
-167.5,65,-9999,-9999,-9999
-162.5,65,-9999,-9999,-9999
-157.5,65,-9999,-9999,-9999
-152.5,65,-9999,-9999,-9999
-147.5,65,-9999,-9999,-9999
-142.5,65,-9999,-9999,-9999
-137.5,65,-9999,-9999,-9999
-132.5,65,-9999,-9999,-9999
-127.5,65,-9999,-9999,-9999
-122.5,65,-9999,-9999,-9999
-117.5,65,-9999,-9999,-9999
-112.5,65,-9999,-9999,-9999
-107.5,65,-9999,-9999,-9999
-102.5,65,-9999,-9999,-9999
-97.5,65,-9999,-9999,-9999
-92.5,65,-9999,-9999,-9999
-87.5,65,-9999,-9999,-9999
-82.5,65,-9999,-9999,-9999
-77.5,65,-9999,-9999,-9999
-72.5,65,5976.2,141.23,4.9782
-67.5,65,8936.4,211.18,7.4472
-62.5,65,12676,299.57,10.574
-57.5,65,15391,363.8,12.638
-52.5,65,16243,383.94,13.344
-47.5,65,15277,361.11,12.551
-42.5,65,12559,296.83,10.368
-37.5,65,9181.4,216.94,7.7076
-32.5,65,-9999,-9999,-9999
-27.5,65,-9999,-9999,-9999
-22.5,65,-9999,-9999,-9999
-17.5,65,50317,1189.1,66.629
-12.5,65,76256,1801.9,103.59
-7.5,65,-9999,-9999,-9999
-2.5,65,-9999,-9999,-9999
2.5,65,5887.4,139.19,4.5081
7.5,65,5283.5,124.91,4.0402
12.5,65,4269.4,100.93,3.2592
17.5,65,-9999,-9999,-9999
22.5,65,-9999,-9999,-9999
27.5,65,-9999,-9999,-9999
32.5,65,-9999,-9999,-9999
37.5,65,-9999,-9999,-9999
42.5,65,-9999,-9999,-9999
47.5,65,-9999,-9999,-9999
52.5,65,-9999,-9999,-9999
57.5,65,-9999,-9999,-9999
62.5,65,-9999,-9999,-9999
67.5,65,-9999,-9999,-9999
72.5,65,-9999,-9999,-9999
77.5,65,-9999,-9999,-9999
82.5,65,-9999,-9999,-9999
