"longitude (degree: E+, W-)","latitude (degree: N+, S-)",Level 3p (pieces/km2),Level 3w1 (g/km2),Level 3w2 (g/km2)
,,-9999: No data,,
57.5,-45,-9999,-9999,-9999
62.5,-45,-9999,-9999,-9999
67.5,-45,-9999,-9999,-9999
72.5,-45,-9999,-9999,-9999
77.5,-45,-9999,-9999,-9999
82.5,-45,-9999,-9999,-9999
87.5,-45,-9999,-9999,-9999
92.5,-45,-9999,-9999,-9999
97.5,-45,-9999,-9999,-9999
102.5,-45,-9999,-9999,-9999
107.5,-45,-9999,-9999,-9999
112.5,-45,-9999,-9999,-9999
117.5,-45,-9999,-9999,-9999
122.5,-45,-9999,-9999,-9999
127.5,-45,-9999,-9999,-9999
132.5,-45,18310,434.14,19.062
137.5,-45,28304,670.37,27.644
142.5,-45,26914,637,24.958
147.5,-45,20531,485.42,18.118
152.5,-45,13997,330.68,11.911
157.5,-45,11639,275.16,10.239
162.5,-45,-9999,-9999,-9999
167.5,-45,-9999,-9999,-9999
172.5,-45,-9999,-9999,-9999
177.5,-45,-9999,-9999,-9999
-177.5,-43,-9999,-9999,-9999
-172.5,-43,-9999,-9999,-9999
-167.5,-43,-9999,-9999,-9999
-162.5,-43,-9999,-9999,-9999
-157.5,-43,-9999,-9999,-9999
-152.5,-43,-9999,-9999,-9999
-147.5,-43,-9999,-9999,-9999
-142.5,-43,-9999,-9999,-9999
-137.5,-43,-9999,-9999,-9999
-132.5,-43,-9999,-9999,-9999
-127.5,-43,-9999,-9999,-9999
-122.5,-43,-9999,-9999,-9999
-117.5,-43,-9999,-9999,-9999
-112.5,-43,-9999,-9999,-9999
-107.5,-43,-9999,-9999,-9999
-102.5,-43,-9999,-9999,-9999
-97.5,-43,-9999,-9999,-9999
-92.5,-43,-9999,-9999,-9999
-87.5,-43,-9999,-9999,-9999
-82.5,-43,-9999,-9999,-9999
-77.5,-43,-9999,-9999,-9999
-72.5,-43,188.08,4.4575,7.23E-02
-67.5,-43,-9999,-9999,-9999
-62.5,-43,13.027,0.30801,2.54E-03
-57.5,-43,10.893,0.25755,2.13E-03
-52.5,-43,6.5139,0.15402,1.27E-03
-47.5,-43,-9999,-9999,-9999
-42.5,-43,-9999,-9999,-9999
-37.5,-43,-9999,-9999,-9999
-32.5,-43,-9999,-9999,-9999
-27.5,-43,-9999,-9999,-9999
-22.5,-43,-9999,-9999,-9999
-17.5,-43,-9999,-9999,-9999
-12.5,-43,-9999,-9999,-9999
-7.5,-43,-9999,-9999,-9999
-2.5,-43,-9999,-9999,-9999
2.5,-43,-9999,-9999,-9999
7.5,-43,-9999,-9999,-9999
12.5,-43,-9999,-9999,-9999
17.5,-43,-9999,-9999,-9999
22.5,-43,-9999,-9999,-9999
27.5,-43,-9999,-9999,-9999
32.5,-43,-9999,-9999,-9999
37.5,-43,-9999,-9999,-9999
42.5,-43,-9999,-9999,-9999
47.5,-43,-9999,-9999,-9999
52.5,-43,-9999,-9999,-9999
57.5,-43,-9999,-9999,-9999
62.5,-43,-9999,-9999,-9999
67.5,-43,-9999,-9999,-9999
72.5,-43,-9999,-9999,-9999
77.5,-43,-9999,-9999,-9999
82.5,-43,-9999,-9999,-9999
87.5,-43,-9999,-9999,-9999
92.5,-43,-9999,-9999,-9999
97.5,-43,-9999,-9999,-9999
102.5,-43,-9999,-9999,-9999
107.5,-43,-9999,-9999,-9999
112.5,-43,-9999,-9999,-9999
117.5,-43,-9999,-9999,-9999
122.5,-43,-9999,-9999,-9999
127.5,-43,-9999,-9999,-9999
132.5,-43,3493.2,82.753,3.0596
137.5,-43,17251,408.35,15.455
142.5,-43,17382,411.38,15.869
147.5,-43,15073,356.6,13.309
152.5,-43,12713,300.5,11.464
157.5,-43,3907.9,92.426,1.3228
162.5,-43,-9999,-9999,-9999
167.5,-43,1254,29.678,0.81541
172.5,-43,-9999,-9999,-9999
177.5,-43,-9999,-9999,-9999
-177.5,-41,-9999,-9999,-9999
-172.5,-41,-9999,-9999,-9999
-167.5,-41,-9999,-9999,-9999
-162.5,-41,-9999,-9999,-9999
-157.5,-41,-9999,-9999,-9999
-152.5,-41,-9999,-9999,-9999
-147.5,-41,-9999,-9999,-9999
-142.5,-41,-9999,-9999,-9999
-137.5,-41,-9999,-9999,-9999
-132.5,-41,-9999,-9999,-9999
-127.5,-41,-9999,-9999,-9999
-122.5,-41,-9999,-9999,-9999
-117.5,-41,-9999,-9999,-9999
-112.5,-41,-9999,-9999,-9999
-107.5,-41,-9999,-9999,-9999
-102.5,-41,-9999,-9999,-9999
-97.5,-41,-9999,-9999,-9999
-92.5,-41,-9999,-9999,-9999
-87.5,-41,-9999,-9999,-9999
-82.5,-41,-9999,-9999,-9999
-77.5,-41,-9999,-9999,-9999
-72.5,-41,-9999,-9999,-9999
-67.5,-41,177.09,4.197,6.82E-02
-62.5,-41,6.6591,0.15745,1.30E-03
-57.5,-41,5.1531,0.12185,1.01E-03
-52.5,-41,-9999,-9999,-9999
-47.5,-41,-9999,-9999,-9999
-42.5,-41,-9999,-9999,-9999
-37.5,-41,-9999,-9999,-9999
-32.5,-41,-9999,-9999,-9999
-27.5,-41,-9999,-9999,-9999
-22.5,-41,-9999,-9999,-9999
-17.5,-41,-9999,-9999,-9999
-12.5,-41,-9999,-9999,-9999
-7.5,-41,-9999,-9999,-9999
-2.5,-41,-9999,-9999,-9999
2.5,-41,-9999,-9999,-9999
7.5,-41,-9999,-9999,-9999
12.5,-41,-9999,-9999,-9999
17.5,-41,-9999,-9999,-9999
22.5,-41,-9999,-9999,-9999
27.5,-41,-9999,-9999,-9999
32.5,-41,-9999,-9999,-9999
37.5,-41,-9999,-9999,-9999
42.5,-41,-9999,-9999,-9999
47.5,-41,-9999,-9999,-9999
52.5,-41,-9999,-9999,-9999
57.5,-41,-9999,-9999,-9999
62.5,-41,-9999,-9999,-9999
67.5,-41,-9999,-9999,-9999
72.5,-41,-9999,-9999,-9999
77.5,-41,-9999,-9999,-9999
82.5,-41,-9999,-9999,-9999
87.5,-41,-9999,-9999,-9999
92.5,-41,-9999,-9999,-9999
97.5,-41,-9999,-9999,-9999
102.5,-41,-9999,-9999,-9999
107.5,-41,-9999,-9999,-9999
112.5,-41,-9999,-9999,-9999
117.5,-41,-9999,-9999,-9999
122.5,-41,1392.7,32.976,1.0885
127.5,-41,3525.7,83.523,3.0881
132.5,-41,5752.1,136.3,5.0884
137.5,-41,12772,302.52,11.341
142.5,-41,10093,239.25,8.7307
147.5,-41,11501,272.13,11.434
152.5,-41,16773,396.49,17.873
157.5,-41,13975,330.29,14.018
162.5,-41,-9999,-9999,-9999
167.5,-41,1612.2,38.166,1.0372
172.5,-41,789.34,18.711,0.49213
177.5,-41,-9999,-9999,-9999
-177.5,-39,-9999,-9999,-9999
-172.5,-39,-9999,-9999,-9999
-167.5,-39,-9999,-9999,-9999
-162.5,-39,-9999,-9999,-9999
-157.5,-39,-9999,-9999,-9999
-152.5,-39,-9999,-9999,-9999
-147.5,-39,-9999,-9999,-9999
-142.5,-39,-9999,-9999,-9999
-137.5,-39,-9999,-9999,-9999
-132.5,-39,-9999,-9999,-9999
-127.5,-39,-9999,-9999,-9999
-122.5,-39,-9999,-9999,-9999
-117.5,-39,-9999,-9999,-9999
-112.5,-39,-9999,-9999,-9999
-107.5,-39,-9999,-9999,-9999
-102.5,-39,-9999,-9999,-9999
-97.5,-39,-9999,-9999,-9999
-92.5,-39,-9999,-9999,-9999
-87.5,-39,-9999,-9999,-9999
-82.5,-39,-9999,-9999,-9999
-77.5,-39,-9999,-9999,-9999
-72.5,-39,-9999,-9999,-9999
-67.5,-39,184.96,4.3838,7.24E-02
-62.5,-39,-9999,-9999,-9999
-57.5,-39,-9999,-9999,-9999
-52.5,-39,8049.4,190.11,7.7857
-47.5,-39,12502,295.9,12.015
-42.5,-39,33323,788.75,41.63
-37.5,-39,37584,889.4,47.318
-32.5,-39,-9999,-9999,-9999
-27.5,-39,-9999,-9999,-9999
-22.5,-39,-9999,-9999,-9999
-17.5,-39,-9999,-9999,-9999
-12.5,-39,-9999,-9999,-9999
-7.5,-39,-9999,-9999,-9999
-2.5,-39,-9999,-9999,-9999
2.5,-39,-9999,-9999,-9999
7.5,-39,-9999,-9999,-9999
12.5,-39,-9999,-9999,-9999
17.5,-39,-9999,-9999,-9999
22.5,-39,-9999,-9999,-9999
27.5,-39,16193,383.73,16.343
32.5,-39,-9999,-9999,-9999
37.5,-39,-9999,-9999,-9999
42.5,-39,-9999,-9999,-9999
47.5,-39,-9999,-9999,-9999
52.5,-39,-9999,-9999,-9999
57.5,-39,-9999,-9999,-9999
62.5,-39,-9999,-9999,-9999
67.5,-39,-9999,-9999,-9999
72.5,-39,-9999,-9999,-9999
77.5,-39,-9999,-9999,-9999
82.5,-39,-9999,-9999,-9999
87.5,-39,-9999,-9999,-9999
92.5,-39,-9999,-9999,-9999
97.5,-39,-9999,-9999,-9999
102.5,-39,-9999,-9999,-9999
107.5,-39,-9999,-9999,-9999
112.5,-39,2046.9,48.47,1.5825
117.5,-39,3213.3,76.088,2.4955
122.5,-39,3146.4,74.483,2.4605
127.5,-39,4145.4,98.217,3.4462
132.5,-39,8431.5,199.6,7.5163
137.5,-39,10890,257.75,9.4801
142.5,-39,6921.5,163.92,5.0992
147.5,-39,11677,276.23,11.566
152.5,-39,22850,540.56,24.977
157.5,-39,21417,506.76,23.222
162.5,-39,4477,106.01,3.5521
167.5,-39,1541.7,36.536,0.97527
172.5,-39,891.6,21.136,0.55599
177.5,-39,-9999,-9999,-9999
-177.5,-37,-9999,-9999,-9999
-172.5,-37,-9999,-9999,-9999
-167.5,-37,-9999,-9999,-9999
-162.5,-37,-9999,-9999,-9999
-157.5,-37,-9999,-9999,-9999
-152.5,-37,-9999,-9999,-9999
-147.5,-37,-9999,-9999,-9999
-142.5,-37,-9999,-9999,-9999
-137.5,-37,-9999,-9999,-9999
-132.5,-37,-9999,-9999,-9999
-127.5,-37,-9999,-9999,-9999
-122.5,-37,-9999,-9999,-9999
-117.5,-37,-9999,-9999,-9999
-112.5,-37,-9999,-9999,-9999
-107.5,-37,-9999,-9999,-9999
-102.5,-37,-9999,-9999,-9999
-97.5,-37,-9999,-9999,-9999
-92.5,-37,-9999,-9999,-9999
-87.5,-37,21138,500.67,29.309
-82.5,-37,34628,819.71,47.028
-77.5,-37,37702,893.01,50.554
-72.5,-37,7301.5,172.47,9.572
-67.5,-37,270.55,6.4051,0.11119
-62.5,-37,-9999,-9999,-9999
-57.5,-37,7566.9,178.79,7.0962
-52.5,-37,16208,383.22,15.359
-47.5,-37,29077,688.06,31.279
-42.5,-37,58985,1396,71.727
-37.5,-37,56580,1339.1,68.858
-32.5,-37,28319,670.18,29.524
-27.5,-37,18547,438.71,18.781
-22.5,-37,59357,1403.3,78.307
-17.5,-37,81845,1934.9,107.51
-12.5,-37,70635,1670.1,90.973
-7.5,-37,38355,907.05,44.209
-2.5,-37,25204,596.34,28.471
2.5,-37,27518,650.75,29.97
7.5,-37,25305,598.33,26.967
12.5,-37,26545,627.39,29.919
17.5,-37,30187,714.39,33.458
22.5,-37,26792,634.99,27.214
27.5,-37,53933,1276.9,65.799
32.5,-37,61548,1456.7,79.659
37.5,-37,49344,1167.2,63.959
42.5,-37,16916,399.84,17.088
47.5,-37,-9999,-9999,-9999
52.5,-37,-9999,-9999,-9999
57.5,-37,-9999,-9999,-9999
62.5,-37,-9999,-9999,-9999
67.5,-37,-9999,-9999,-9999
72.5,-37,-9999,-9999,-9999
77.5,-37,-9999,-9999,-9999
82.5,-37,-9999,-9999,-9999
87.5,-37,-9999,-9999,-9999
92.5,-37,-9999,-9999,-9999
97.5,-37,-9999,-9999,-9999
102.5,-37,-9999,-9999,-9999
107.5,-37,-9999,-9999,-9999
112.5,-37,2462.5,58.292,1.8714
117.5,-37,4111.1,97.348,3.149
122.5,-37,3375.9,79.973,2.5407
127.5,-37,4354.9,103.08,3.7817
132.5,-37,10358,244.95,9.7619
137.5,-37,13238,312.98,12.255
142.5,-37,7895,186.49,5.6018
147.5,-37,6330.6,150.12,3.7221
152.5,-37,17199,407.31,17.484
157.5,-37,17752,420.42,18.555
162.5,-37,6188.6,146.47,5.4681
167.5,-37,902.24,21.407,0.55582
172.5,-37,644.26,15.272,0.40181
177.5,-37,-9999,-9999,-9999
-177.5,-35,2787.8,65.893,2.4026
-172.5,-35,-9999,-9999,-9999
-167.5,-35,-9999,-9999,-9999
-162.5,-35,-9999,-9999,-9999
-157.5,-35,-9999,-9999,-9999
-152.5,-35,-9999,-9999,-9999
-147.5,-35,-9999,-9999,-9999
-142.5,-35,-9999,-9999,-9999
-137.5,-35,-9999,-9999,-9999
-132.5,-35,-9999,-9999,-9999
-127.5,-35,-9999,-9999,-9999
-122.5,-35,-9999,-9999,-9999
-117.5,-35,-9999,-9999,-9999
-112.5,-35,-9999,-9999,-9999
-107.5,-35,-9999,-9999,-9999
-102.5,-35,-9999,-9999,-9999
-97.5,-35,1995.9,47.268,1.2312
-92.5,-35,2062.5,48.835,1.2262
-87.5,-35,18798,444.86,26.357
-82.5,-35,44150,1045.8,58.767
-77.5,-35,50741,1202.4,65.42
-72.5,-35,22016,521.87,27.824
-67.5,-35,341.02,8.0715,0.10601
-62.5,-35,245.08,5.8026,0.10296
-57.5,-35,10047,237.44,9.3121
-52.5,-35,19732,466.59,18.529
-47.5,-35,36386,861.03,39.834
-42.5,-35,69340,1641,84.559
-37.5,-35,65766,1556.4,78.298
-32.5,-35,48480,1146.7,52.43
-27.5,-35,65946,1559.2,75.374
-22.5,-35,82654,1953.9,102.05
-17.5,-35,88796,2099,111.08
-12.5,-35,97863,2314.2,122.26
-7.5,-35,77997,1845,92.951
-2.5,-35,48107,1138,54.387
2.5,-35,32191,760.95,31.639
7.5,-35,40619,960.26,44.621
12.5,-35,30767,726.62,34.244
17.5,-35,28876,682.79,28.904
22.5,-35,36811,871.85,38.739
27.5,-35,72077,1706.3,89.483
32.5,-35,83333,1971.9,107.59
37.5,-35,62706,1483.1,78.209
42.5,-35,30397,718.59,31.995
47.5,-35,16904,399.65,16.777
52.5,-35,-9999,-9999,-9999
57.5,-35,-9999,-9999,-9999
62.5,-35,-9999,-9999,-9999
67.5,-35,-9999,-9999,-9999
72.5,-35,-9999,-9999,-9999
77.5,-35,-9999,-9999,-9999
82.5,-35,-9999,-9999,-9999
87.5,-35,-9999,-9999,-9999
92.5,-35,-9999,-9999,-9999
97.5,-35,-9999,-9999,-9999
102.5,-35,-9999,-9999,-9999
107.5,-35,-9999,-9999,-9999
112.5,-35,2274.1,53.94,1.6691
117.5,-35,3286.3,77.941,2.3468
122.5,-35,2560.1,60.739,1.8611
127.5,-35,3402.2,80.552,2.9742
132.5,-35,9017.7,213.15,8.8699
137.5,-35,11854,280.1,11.642
142.5,-35,11871,280.72,10.528
147.5,-35,5616.7,133.03,2.8239
152.5,-35,12210,289.12,10.434
157.5,-35,15438,365.36,14.717
162.5,-35,5225.8,123.44,3.4407
167.5,-35,-9999,-9999,-9999
172.5,-35,1732,40.938,1.4927
177.5,-35,2881,68.096,2.4829
-177.5,-33,7307.7,172.73,6.2979
-172.5,-33,-9999,-9999,-9999
-167.5,-33,-9999,-9999,-9999
-162.5,-33,-9999,-9999,-9999
-157.5,-33,-9999,-9999,-9999
-152.5,-33,-9999,-9999,-9999
-147.5,-33,-9999,-9999,-9999
-142.5,-33,-9999,-9999,-9999
-137.5,-33,-9999,-9999,-9999
-132.5,-33,-9999,-9999,-9999
-127.5,-33,-9999,-9999,-9999
-122.5,-33,-9999,-9999,-9999
-117.5,-33,-9999,-9999,-9999
-112.5,-33,-9999,-9999,-9999
-107.5,-33,-9999,-9999,-9999
-102.5,-33,215980,5101.7,402.94
-97.5,-33,103790,2451.5,192.86
-92.5,-33,3530.2,83.604,2.0583
-87.5,-33,5837.7,138.1,6.6735
-82.5,-33,25774,610.97,30.959
-77.5,-33,35586,844.05,41.427
-72.5,-33,15940,378.54,16.597
-67.5,-33,578.65,13.737,0.39825
-62.5,-33,-9999,-9999,-9999
-57.5,-33,-9999,-9999,-9999
-52.5,-33,14364,339.62,13.15
-47.5,-33,29601,700.47,32.601
-42.5,-33,54798,1296.8,66.297
-37.5,-33,60360,1427.9,70.566
-32.5,-33,64982,1536.9,72.841
-27.5,-33,113740,2691.1,147.78
-22.5,-33,112870,2670.1,149.93
-17.5,-33,86108,2036.3,104.25
-12.5,-33,125690,2974.6,170.63
-7.5,-33,96133,2274.9,115.87
-2.5,-33,90476,2139.9,117.21
2.5,-33,99705,2358.6,132.67
7.5,-33,79296,1877.4,98.537
12.5,-33,58766,1391.1,72.098
17.5,-33,32872,777.71,36.527
22.5,-33,35946,851.03,39.896
27.5,-33,64399,1524.4,81.005
32.5,-33,74653,1766.2,96.125
37.5,-33,55703,1317.3,67.357
42.5,-33,29527,697.95,29.703
47.5,-33,17897,423.16,17.629
52.5,-33,-9999,-9999,-9999
57.5,-33,-9999,-9999,-9999
62.5,-33,-9999,-9999,-9999
67.5,-33,83415,1976.9,110.12
72.5,-33,98962,2346.5,137.26
77.5,-33,132660,3144.9,194.15
82.5,-33,162960,3861,246.31
87.5,-33,103320,2444.1,147.47
92.5,-33,60129,1422.3,79.871
97.5,-33,35548,839.79,39.111
102.5,-33,24126,569.66,26.329
107.5,-33,16893,399.13,18.45
112.5,-33,8388.7,199.07,8.0342
117.5,-33,8253.7,195.93,7.8242
122.5,-33,4016.5,95.419,3.6621
127.5,-33,2182.3,51.722,1.8722
132.5,-33,5387.2,127.38,5.1201
137.5,-33,7910.5,186.98,7.8021
142.5,-33,10240,242.16,9.2935
147.5,-33,8788.8,208.05,6.5485
152.5,-33,13032,308.23,10.176
157.5,-33,17615,416.61,15.707
162.5,-33,14564,344.49,13.282
167.5,-33,-9999,-9999,-9999
172.5,-33,6180.8,146.09,5.3268
177.5,-33,8497.8,200.86,7.3236
-177.5,-31,8133.6,192.25,7.0097
-172.5,-31,4381.3,103.56,3.7759
-167.5,-31,-9999,-9999,-9999
-162.5,-31,-9999,-9999,-9999
-157.5,-31,-9999,-9999,-9999
-152.5,-31,-9999,-9999,-9999
-147.5,-31,-9999,-9999,-9999
-142.5,-31,-9999,-9999,-9999
-137.5,-31,-9999,-9999,-9999
-132.5,-31,-9999,-9999,-9999
-127.5,-31,-9999,-9999,-9999
-122.5,-31,-9999,-9999,-9999
-117.5,-31,-9999,-9999,-9999
-112.5,-31,107150,2531.4,193.56
-107.5,-31,150180,3536.3,255.12
-102.5,-31,187370,4417.9,322.83
-97.5,-31,118080,2790.2,203
-92.5,-31,-9999,-9999,-9999
-87.5,-31,2467.4,58.43,1.1343
-82.5,-31,1092.1,26.41,-9999
-77.5,-31,11929,283.76,8.9081
-72.5,-31,3033.3,72.88,-9999
-67.5,-31,342.12,8.1004,0.14517
-62.5,-31,-9999,-9999,-9999
-57.5,-31,-9999,-9999,-9999
-52.5,-31,-9999,-9999,-9999
-47.5,-31,9175.3,217.19,8.1116
-42.5,-31,28886,683.71,34.282
-37.5,-31,48246,1141.2,56.344
-32.5,-31,68297,1615.7,82.329
-27.5,-31,128420,3039.1,176.78
-22.5,-31,104910,2482.4,139.32
-17.5,-31,129720,3068.4,186.65
-12.5,-31,239380,5666,385.63
-7.5,-31,260240,6154.3,416.02
-2.5,-31,206390,4875.3,312.81
2.5,-31,146670,3469.4,210.86
7.5,-31,110450,2615.4,150.44
12.5,-31,63071,1494.5,80.001
17.5,-31,25255,597.69,30.967
22.5,-31,14093,333.59,13.386
27.5,-31,39986,946.37,51.275
32.5,-31,44957,1063.5,57.693
37.5,-31,32877,777.39,37.813
42.5,-31,21606,510.72,21.737
47.5,-31,12386,292.95,11.931
52.5,-31,-9999,-9999,-9999
57.5,-31,79611,1884.7,104.5
62.5,-31,154670,3662.3,227.76
67.5,-31,187920,4451.3,277.56
72.5,-31,178010,4219.8,256.82
77.5,-31,216680,5136.5,317.19
82.5,-31,240060,5687.6,360.43
87.5,-31,180650,4276.4,262.98
92.5,-31,93104,2202.1,122.46
97.5,-31,50460,1192.3,54.579
102.5,-31,50663,1197.4,68.836
107.5,-31,170060,4028.4,345.96
112.5,-31,233730,5539.2,497.45
117.5,-31,14389,341.46,14.355
122.5,-31,8515.9,202.1,8.342
127.5,-31,418.43,9.953,0.2925
132.5,-31,2919.5,69.055,2.6844
137.5,-31,-9999,-9999,-9999
142.5,-31,-9999,-9999,-9999
147.5,-31,10107,239.52,9.317
152.5,-31,19111,452.78,18.373
157.5,-31,23025,545.3,22.248
162.5,-31,12692,300.13,11.277
167.5,-31,7941.7,187.73,6.8372
172.5,-31,8149.5,192.62,7.0234
177.5,-31,10289,243.19,8.8671
-177.5,-29,11049,261.58,10.054
-172.5,-29,-9999,-9999,-9999
-167.5,-29,-9999,-9999,-9999
-162.5,-29,-9999,-9999,-9999
-157.5,-29,-9999,-9999,-9999
-152.5,-29,-9999,-9999,-9999
-147.5,-29,-9999,-9999,-9999
-142.5,-29,-9999,-9999,-9999
-137.5,-29,-9999,-9999,-9999
-132.5,-29,-9999,-9999,-9999
-127.5,-29,2792.9,66.12,2.0207
-122.5,-29,2323.2,55,1.4077
-117.5,-29,9106.4,215.53,10.304
-112.5,-29,12821,296.12,-9999
-107.5,-29,145350,3433.2,236.04
-102.5,-29,219800,5201.3,374.87
-97.5,-29,125910,2984.6,203.37
-92.5,-29,-9999,-9999,-9999
-87.5,-29,3263.8,77.264,2.2553
-82.5,-29,4185.4,99.106,3.2689
-77.5,-29,10917,259.03,11.042
-72.5,-29,5366.7,127.04,4.414
-67.5,-29,-9999,-9999,-9999
-62.5,-29,-9999,-9999,-9999
-57.5,-29,-9999,-9999,-9999
-52.5,-29,-9999,-9999,-9999
-47.5,-29,980.78,23.209,0.54959
-42.5,-29,2613.1,61.9,1.6165
-37.5,-29,4508.2,106.77,2.9428
-32.5,-29,-9999,-9999,-9999
-27.5,-29,74572,1765.6,104.16
-22.5,-29,163870,3883.3,248.27
-17.5,-29,216050,5116.6,341.22
-12.5,-29,292210,6913.6,492.64
-7.5,-29,353130,8348.5,595.26
-2.5,-29,280480,6624.9,454.1
2.5,-29,123580,2922.3,184.41
7.5,-29,89017,2107.3,124.58
12.5,-29,40986,971.56,51.656
17.5,-29,2519.1,59.49,1.7259
22.5,-29,-9999,-9999,-9999
27.5,-29,-9999,-9999,-9999
32.5,-29,-9999,-9999,-9999
37.5,-29,-9999,-9999,-9999
42.5,-29,-9999,-9999,-9999
47.5,-29,-9999,-9999,-9999
52.5,-29,-9999,-9999,-9999
57.5,-29,91360,2162.7,125.78
62.5,-29,212800,5037.4,336.01
67.5,-29,270760,6411.4,431.95
72.5,-29,247250,5858.3,379.1
77.5,-29,226970,5380.6,331.58
82.5,-29,249280,5905.9,373.84
87.5,-29,186160,4406.5,270.31
92.5,-29,95308,2254.1,124.59
97.5,-29,50614,1196.1,54.389
102.5,-29,181430,4296.5,347.46
107.5,-29,392430,9298.4,838.47
112.5,-29,467110,11070,1011.9
117.5,-29,351530,8330.8,760.38
122.5,-29,-9999,-9999,-9999
127.5,-29,-9999,-9999,-9999
132.5,-29,-9999,-9999,-9999
137.5,-29,-9999,-9999,-9999
142.5,-29,-9999,-9999,-9999
147.5,-29,14166,335.88,14.25
152.5,-29,23289,552.34,23.985
157.5,-29,25215,597.83,25.832
162.5,-29,13812,327.22,13.573
167.5,-29,5757.8,136.19,4.9617
172.5,-29,9071.3,214.48,7.773
177.5,-29,11985,283.62,10.761
-177.5,-27,12390,293.75,11.808
-172.5,-27,7892.9,187.13,7.5223
-167.5,-27,-9999,-9999,-9999
-162.5,-27,-9999,-9999,-9999
-157.5,-27,-9999,-9999,-9999
-152.5,-27,-9999,-9999,-9999
-147.5,-27,-9999,-9999,-9999
-142.5,-27,-9999,-9999,-9999
-137.5,-27,-9999,-9999,-9999
-132.5,-27,5911.3,139.97,4.6611
-127.5,-27,7573.1,179.3,5.7991
-122.5,-27,5840.2,138.26,4.1086
-117.5,-27,5064.4,119.77,5.1325
-112.5,-27,21726,512.42,16.324
-107.5,-27,123670,2933.7,199.26
-102.5,-27,222220,5276.5,389.6
-97.5,-27,165720,3939.6,285.59
-92.5,-27,13749,325.19,13.051
-87.5,-27,-9999,-9999,-9999
-82.5,-27,-9999,-9999,-9999
-77.5,-27,-9999,-9999,-9999
-72.5,-27,-9999,-9999,-9999
-67.5,-27,-9999,-9999,-9999
-62.5,-27,-9999,-9999,-9999
-57.5,-27,-9999,-9999,-9999
-52.5,-27,-9999,-9999,-9999
-47.5,-27,1512.9,35.812,0.86766
-42.5,-27,1300.7,31.143,-9999
-37.5,-27,2235.5,52.946,-9999
-32.5,-27,14.935,-9999,-9999
-27.5,-27,96025,2277.1,151.69
-22.5,-27,258070,6120.5,418.52
-17.5,-27,274830,6513.1,429.99
-12.5,-27,250370,5922.7,406.39
-7.5,-27,260230,6149.9,426.3
-2.5,-27,181660,4289.5,274.25
2.5,-27,71218,1683.4,108.53
7.5,-27,-9999,-9999,-9999
12.5,-27,-9999,-9999,-9999
17.5,-27,-9999,-9999,-9999
22.5,-27,-9999,-9999,-9999
27.5,-27,-9999,-9999,-9999
32.5,-27,-9999,-9999,-9999
37.5,-27,-9999,-9999,-9999
42.5,-27,-9999,-9999,-9999
47.5,-27,-9999,-9999,-9999
52.5,-27,-9999,-9999,-9999
57.5,-27,77020,1823.1,112.61
62.5,-27,199370,4718.3,331.49
67.5,-27,262840,6222.2,442.23
72.5,-27,233940,5541.2,376.4
77.5,-27,154230,3656.7,224.05
82.5,-27,173980,4121.9,261.34
87.5,-27,130250,3082.9,187.72
92.5,-27,79084,1871.1,100.09
97.5,-27,55018,1301.6,62.308
102.5,-27,174660,4136.6,319.88
107.5,-27,390920,9262.3,808.91
112.5,-27,462930,10970,1002.8
117.5,-27,371760,8809.7,815.21
122.5,-27,-9999,-9999,-9999
127.5,-27,-9999,-9999,-9999
132.5,-27,-9999,-9999,-9999
137.5,-27,-9999,-9999,-9999
142.5,-27,-9999,-9999,-9999
147.5,-27,10669,252.93,10.508
152.5,-27,17437,413.54,17.664
157.5,-27,21308,505.02,22.002
162.5,-27,18068,427.75,18.312
167.5,-27,5253.2,124.27,4.1045
172.5,-27,7417.8,175.72,6.5513
177.5,-27,13517,320.24,12.54
-177.5,-25,20324,481.99,21.107
-172.5,-25,8866.5,210.22,8.4502
-167.5,-25,-9999,-9999,-9999
-162.5,-25,-9999,-9999,-9999
-157.5,-25,-9999,-9999,-9999
-152.5,-25,-9999,-9999,-9999
-147.5,-25,-9999,-9999,-9999
-142.5,-25,-9999,-9999,-9999
-137.5,-25,-9999,-9999,-9999
-132.5,-25,7723.2,182.89,6.1023
-127.5,-25,11399,269.88,8.998
-122.5,-25,9362.4,221.64,7.0672
-117.5,-25,1512.4,35.809,-9999
-112.5,-25,30535,722.74,40.664
-107.5,-25,147660,3504.3,260.41
-102.5,-25,243070,5771.7,452.38
-97.5,-25,205300,4874.3,381.32
-92.5,-25,-9999,-9999,-9999
-87.5,-25,-9999,-9999,-9999
-82.5,-25,-9999,-9999,-9999
-77.5,-25,-9999,-9999,-9999
-72.5,-25,-9999,-9999,-9999
-67.5,-25,-9999,-9999,-9999
-62.5,-25,-9999,-9999,-9999
-57.5,-25,-9999,-9999,-9999
-52.5,-25,-9999,-9999,-9999
-47.5,-25,3715.8,87.974,2.7975
-42.5,-25,9020.6,212.88,8.2079
-37.5,-25,34414,813.27,38.716
-32.5,-25,43416,1026.5,48.327
-27.5,-25,134230,3182.6,207.76
-22.5,-25,293210,6954.4,482.1
-17.5,-25,215260,5102.6,316.96
-12.5,-25,132660,3135.6,182.8
-7.5,-25,89834,2122,121.34
-2.5,-25,33117,783.83,38.126
