,,Level 3wm (mg/m3),-9999: No data,,,,,,,,,,
-177.5,-29,0.176,0.157,0.156,0.177,0.38,0.543,0.452,0.554,0.834,0.539,0.539,0.239
-172.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-167.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-162.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-157.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-152.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-147.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-142.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-137.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-132.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-127.5,-29,0.068,0.061,0.074,0.092,0.188,0.415,0.239,0.121,0.473,0.078,0.066,0.067
-122.5,-29,0.058,0.052,0.058,0.093,0.209,0.28,0.19,0.142,1.518,0.063,0.055,0.056
-117.5,-29,0.221,0.2,0.217,0.334,1.103,1.617,0.68,0.469,0.84,0.262,0.222,0.224
-112.5,-29,0.313,0.292,0.302,0.406,2.072,3.891,1.035,0.657,0.938,0.421,0.314,0.309
-107.5,-29,4.021,3.397,3.629,4.791,18.514,25.3,10.952,8.637,8.499,5.804,3.939,3.961
-102.5,-29,5.871,4.859,5.483,6.853,25.277,93.222,21.557,23.77,13.444,8.613,6.181,5.861
-97.5,-29,3.209,2.591,3.059,3.617,15.101,24.371,28.204,25.792,7.042,4.692,3.403,3.159
-92.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-87.5,-29,0.061,0.051,0.062,0.07,0.316,0.169,0.158,0.15,0.089,0.08,0.064,0.064
-82.5,-29,0.063,0.056,0.061,0.068,0.146,0.116,0.093,0.089,0.068,0.067,0.061,0.063
-77.5,-29,0.135,0.127,0.121,0.121,0.187,0.161,0.137,0.14,0.116,0.12,0.112,0.126
-72.5,-29,0.088,0.086,0.083,0.078,0.097,0.088,0.081,0.074,0.066,0.068,0.069,0.081
-67.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-62.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-57.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-52.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-47.5,-29,0.028,0.034,0.036,0.076,0.263,0.059,0.058,0.04,0.042,0.028,0.03,0.032
-42.5,-29,0.069,0.069,0.075,0.17,0.463,0.199,0.154,0.104,0.081,0.069,0.073,0.079
-37.5,-29,0.125,0.131,0.149,0.338,0.901,0.253,0.195,0.209,0.185,0.162,0.139,0.149
-32.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-27.5,-29,2.999,3.325,2.785,3.762,14.296,3.197,4.001,6.383,7.463,3.696,2.719,2.802
-22.5,-29,8.242,7.164,6.523,9.067,17.174,8.764,11.954,11.101,18.546,9.386,5.739,7.138
-17.5,-29,11.876,9.028,8.003,10.222,14.251,16.015,18.617,12.448,62.673,12.957,9.103,11.335
-12.5,-29,16.584,11.652,10.518,13.252,19.312,25.918,34.229,19.403,159.029,17.033,14.521,20.154
-7.5,-29,15.769,12.285,12.072,13.815,32.105,41.569,91.16,30.614,41.567,18.768,16.406,24.928
-2.5,-29,9.17,8.151,7.691,9.22,73.671,45.822,14.131,17.235,14.801,10.288,9.51,12.111
2.5,-29,3.632,3.558,3.191,3.577,9.8,8.591,5.248,6.054,5.232,3.808,3.636,4.258
7.5,-29,1.493,1.494,1.411,1.553,2.763,2.677,1.972,2.299,1.826,1.497,1.479,1.626
12.5,-29,0.478,0.491,0.501,0.582,0.893,0.906,0.738,0.76,0.588,0.498,0.488,0.51
17.5,-29,0.054,0.051,0.075,0.107,0.18,0.176,0.162,0.141,0.071,0.064,0.045,0.049
22.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
27.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
37.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,-29,1.364,1.107,1.183,1.334,1.917,2.787,1.914,2.016,2.605,2.356,3.123,2.262
62.5,-29,3.27,2.672,2.656,2.92,4.329,5.498,4.06,4.414,6.534,6.014,8.188,5.755
67.5,-29,4.334,3.323,3.439,3.54,5.74,6.902,4.829,5.441,7.953,7.517,9.978,7.116
72.5,-29,3.925,3.148,3.177,3.162,5.722,6.023,4.258,4.775,7.21,6.664,9.641,6.089
77.5,-29,3.637,2.988,2.827,3.18,5.794,6.215,4.397,4.44,7.187,5.961,8.882,5.324
82.5,-29,4.086,3.444,2.994,3.569,6.475,7.646,4.792,5.097,7.198,5.928,9.243,5.485
87.5,-29,3.079,2.715,2.348,2.89,5.994,5.141,3.841,3.819,4.675,4.225,6.055,3.725
92.5,-29,1.531,1.331,1.178,1.513,3.197,2.578,1.799,2.018,2.312,2.135,2.678,1.822
97.5,-29,0.686,0.628,0.587,0.808,1.596,1.376,0.956,1.024,1.035,0.987,1.086,0.808
102.5,-29,1.886,1.816,1.825,2.567,4.141,4.954,3.325,3.497,3.049,2.787,2.716,2.126
107.5,-29,3.039,3.054,3.234,4.711,7.015,8.372,6.872,6.049,4.81,4.283,4.074,3.279
112.5,-29,3.657,3.917,4.158,5.33,8.928,13.66,11.437,7.682,4.888,4.192,4.323,3.683
117.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
127.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
132.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
137.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
142.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
147.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
152.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
157.5,-29,0.529,0.395,0.395,0.451,0.63,0.915,0.761,1.358,4.095,1.554,0.93,0.862
162.5,-29,0.237,0.189,0.176,0.225,0.37,0.596,0.389,0.531,2.585,0.741,0.455,0.405
167.5,-29,0.086,0.075,0.067,0.091,0.173,0.223,0.189,0.185,0.442,0.253,0.164,0.142
172.5,-29,0.129,0.117,0.107,0.139,0.292,0.309,0.313,0.314,0.505,0.356,0.26,0.205
177.5,-29,0.179,0.159,0.156,0.187,0.395,0.456,0.41,0.527,0.765,0.547,0.45,0.267
-177.5,-27,0.171,0.168,0.156,0.166,0.297,0.402,0.556,0.586,0.428,0.33,0.354,0.209
-172.5,-27,0.11,0.114,0.107,0.105,0.201,0.282,0.337,0.387,0.279,0.206,0.213,0.125
-167.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-162.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-157.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-152.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-147.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-142.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-137.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-132.5,-27,0.121,0.106,0.132,0.127,0.188,0.253,1.164,1.493,0.221,0.122,0.107,0.121
-127.5,-27,0.152,0.14,0.165,0.186,0.263,0.287,0.795,0.796,0.332,0.161,0.144,0.149
-122.5,-27,0.12,0.105,0.12,0.155,0.23,0.223,0.491,0.537,0.263,0.127,0.108,0.118
-117.5,-27,0.1,0.092,0.098,0.128,0.216,0.194,0.423,0.267,0.201,0.111,0.096,0.101
-112.5,-27,0.441,0.402,0.401,0.51,1.009,0.917,1.214,0.871,0.783,0.48,0.415,0.434
-107.5,-27,2.559,2.158,2.268,2.718,7.763,5.399,5.392,5.428,3.728,2.693,2.46,2.501
-102.5,-27,4.485,3.796,4.075,4.659,23.053,9.441,8.499,9.682,5.952,4.811,4.45,4.448
-97.5,-27,3.188,2.684,2.9,3.097,11.475,6.948,5.723,6.987,4.112,3.479,3.121,3.195
-92.5,-27,0.246,0.207,0.228,0.245,0.834,0.532,0.403,0.455,0.297,0.263,0.237,0.248
-87.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-82.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-77.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-72.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-67.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-62.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-57.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-52.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-47.5,-27,0.053,0.064,0.06,0.093,0.164,1.165,0.356,0.107,0.06,0.046,0.047,0.061
-42.5,-27,0.028,0.028,0.035,0.049,0.097,0.082,0.051,0.034,0.028,0.027,0.029,0.035
-37.5,-27,0.051,0.056,0.066,0.095,0.204,0.15,0.096,0.073,0.058,0.06,0.055,0.059
-32.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-27.5,-27,3.409,3.576,3.02,3.794,8.879,9.785,7.702,7.121,4.25,3.449,2.839,3.052
-22.5,-27,9.995,9.077,8.303,9.545,22.337,20.727,20.973,22.566,11.163,9.456,7.507,10.239
-17.5,-27,10.138,8.55,8.538,9.161,18.237,18.042,15.551,26.736,12.774,10.486,8.315,11.78
-12.5,-27,8.108,6.715,6.581,7.691,17.607,16.683,10.06,15.997,11.136,8.572,7.814,10.894
-7.5,-27,7.074,6.315,6.251,6.96,17.554,14.466,7.791,12.555,8.823,7.756,7.242,9.067
-2.5,-27,4.081,3.879,3.701,4.199,8.176,7.165,4.177,5.619,4.825,4.328,4.095,4.95
2.5,-27,1.52,1.511,1.315,1.494,2.811,2.602,1.785,2.135,1.811,1.51,1.472,1.748
7.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
22.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
27.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
37.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,-27,1.013,0.854,0.872,0.947,1.174,1.279,0.947,1.032,1.283,1.405,1.764,1.535
62.5,-27,2.643,2.268,2.229,2.204,2.782,3.002,2.223,2.43,3.194,3.491,4.708,3.957
67.5,-27,3.562,2.836,2.89,2.767,3.627,3.994,2.765,3.076,3.885,4.389,5.859,4.908
72.5,-27,3.076,2.539,2.498,2.381,3.372,3.474,2.497,2.65,3.39,3.781,4.897,4.14
77.5,-27,2.045,1.741,1.574,1.615,2.342,2.394,1.805,1.817,2.33,2.324,3.249,2.556
82.5,-27,2.245,2.011,1.712,1.881,2.699,2.761,2.069,2.185,2.674,2.591,3.525,2.708
87.5,-27,1.716,1.552,1.324,1.515,2.242,2.194,1.724,1.814,2.084,1.93,2.439,1.938
92.5,-27,1.003,0.932,0.801,0.943,1.38,1.277,1.104,1.226,1.348,1.178,1.418,1.123
97.5,-27,0.601,0.585,0.537,0.663,0.92,0.893,0.766,0.827,0.874,0.762,0.855,0.689
102.5,-27,1.581,1.588,1.585,2.027,2.767,2.79,2.475,2.715,2.428,2.134,2.21,1.749
107.5,-27,2.9,3,3.112,4.044,5.252,5.732,5.607,5.265,4.262,3.721,3.779,3.064
112.5,-27,3.986,4.38,4.512,5.197,7.59,9.31,8.105,6.001,4.196,3.95,4.274,3.893
117.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
127.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
132.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
137.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
142.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
147.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
152.5,-27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
157.5,-27,0.382,0.284,0.262,0.298,0.434,0.632,0.646,1.003,2.264,0.788,0.62,0.549
162.5,-27,0.269,0.225,0.197,0.238,0.347,0.501,0.514,0.612,0.987,0.483,0.412,0.375
167.5,-27,0.068,0.062,0.054,0.065,0.104,0.126,0.174,0.161,0.204,0.126,0.106,0.095
172.5,-27,0.092,0.088,0.078,0.095,0.15,0.185,0.306,0.236,0.235,0.174,0.157,0.124
177.5,-27,0.169,0.165,0.154,0.169,0.295,0.361,0.487,0.543,0.445,0.326,0.324,0.222
-177.5,-25,0.259,0.282,0.247,0.242,0.356,0.433,0.64,0.544,0.431,0.364,0.4,0.287
-172.5,-25,0.118,0.127,0.115,0.109,0.167,0.187,0.276,0.254,0.179,0.164,0.172,0.119
-167.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-162.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-157.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-152.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-147.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-142.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-137.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-132.5,-25,0.138,0.128,0.151,0.145,0.176,0.196,0.28,0.499,0.183,0.137,0.121,0.139
-127.5,-25,0.205,0.187,0.207,0.226,0.264,0.281,0.402,0.553,0.272,0.197,0.184,0.199
-122.5,-25,0.163,0.149,0.161,0.189,0.221,0.219,0.296,0.363,0.213,0.158,0.144,0.163
-117.5,-25,0.026,0.023,0.025,0.029,0.039,0.033,0.044,0.047,0.034,0.026,0.024,0.026
-112.5,-25,0.523,0.452,0.468,0.553,0.805,0.699,0.808,0.747,0.623,0.493,0.489,0.507
-107.5,-25,2.52,2.169,2.209,2.357,4.332,3.48,3.455,3.423,2.768,2.285,2.358,2.496
-102.5,-25,4.032,3.415,3.542,3.623,8.088,5.513,4.94,5.393,4.097,3.646,3.739,3.923
-97.5,-25,3.374,2.885,2.888,2.951,6.386,4.534,3.911,4.14,3.221,2.987,2.991,3.197
-92.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-87.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-82.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-77.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-72.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-67.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-62.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-57.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-52.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-47.5,-25,0.141,0.175,0.132,0.173,0.213,0.305,0.218,0.146,0.106,0.083,0.093,0.135
-42.5,-25,0.167,0.163,0.23,0.289,0.494,0.374,0.232,0.175,0.154,0.164,0.183,0.208
-37.5,-25,0.664,0.769,0.95,1.164,1.854,1.548,1.055,0.842,0.703,0.773,0.706,0.739
-32.5,-25,1.138,1.261,1.33,1.364,1.998,1.978,1.395,1.271,1.135,1.189,1.027,1.066
-27.5,-25,4.148,4.154,3.835,4.301,5.629,5.512,4.327,4.361,3.6,3.915,3.396,3.943
-22.5,-25,9.086,7.923,7.825,8.134,12.003,10.161,8.24,8.976,7.548,8.038,6.978,9.923
-17.5,-25,6.004,5.106,5.305,5.779,7.495,6.429,5.48,6.214,5.528,5.575,5.094,7.084
-12.5,-25,3.214,2.856,2.845,3.176,4.553,3.703,2.73,3.442,3.139,3.088,2.999,3.895
-7.5,-25,1.881,1.773,1.677,1.877,2.806,2.286,1.635,1.998,1.873,1.84,1.808,2.22
-2.5,-25,0.625,0.601,0.547,0.612,0.857,0.727,0.534,0.612,0.59,0.601,0.6,0.706
2.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
7.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
22.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
27.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
37.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
62.5,-25,1.797,1.587,1.524,1.396,1.683,1.563,1.17,1.294,1.61,1.89,2.468,2.422
67.5,-25,2.255,1.902,1.877,1.702,1.981,1.921,1.443,1.566,1.93,2.246,2.956,2.805
72.5,-25,1.827,1.557,1.497,1.37,1.671,1.634,1.236,1.325,1.591,1.82,2.354,2.201
77.5,-25,0.053,0.046,0.041,0.041,0.051,0.049,0.038,0.04,0.047,0.051,0.067,0.062
82.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
87.5,-25,0.161,0.153,0.128,0.135,0.168,0.158,0.131,0.143,0.157,0.162,0.197,0.174
92.5,-25,0.293,0.284,0.246,0.27,0.327,0.302,0.26,0.285,0.306,0.309,0.363,0.315
97.5,-25,0.492,0.494,0.447,0.503,0.608,0.55,0.497,0.528,0.574,0.565,0.618,0.531
102.5,-25,0.984,1.016,0.973,1.122,1.312,1.258,1.153,1.262,1.261,1.187,1.275,1.072
107.5,-25,1.635,1.72,1.738,2.051,2.429,2.51,2.345,2.373,2.056,1.883,2.01,1.634
112.5,-25,2.203,2.414,2.559,2.814,3.591,3.89,3.259,2.674,2.096,1.99,2.252,2.061
117.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
127.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
132.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
137.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
142.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
147.5,-25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
152.5,-25,0.019,0.015,0.011,0.013,0.018,0.021,0.031,0.04,0.055,0.031,0.03,0.021
157.5,-25,0.204,0.167,0.144,0.156,0.213,0.274,0.304,0.364,0.488,0.334,0.285,0.264
162.5,-25,0.251,0.222,0.189,0.21,0.297,0.364,0.411,0.416,0.477,0.35,0.318,0.317
167.5,-25,0.084,0.079,0.068,0.074,0.105,0.126,0.17,0.152,0.147,0.117,0.112,0.103
172.5,-25,0.129,0.127,0.117,0.118,0.165,0.193,0.278,0.249,0.226,0.18,0.181,0.152
177.5,-25,0.18,0.185,0.168,0.166,0.238,0.282,0.407,0.377,0.305,0.241,0.27,0.208
-177.5,-23,0.474,0.515,0.469,0.402,0.498,0.535,0.663,0.638,0.535,0.494,0.561,0.438
-172.5,-23,0.416,0.447,0.432,0.365,0.45,0.474,0.601,0.58,0.456,0.44,0.494,0.388
-167.5,-23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-162.5,-23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-157.5,-23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-152.5,-23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-147.5,-23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-142.5,-23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-137.5,-23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-132.5,-23,0.105,0.099,0.111,0.108,0.116,0.119,0.137,0.198,0.105,0.099,0.092,0.108
-127.5,-23,0.177,0.167,0.181,0.192,0.199,0.197,0.223,0.308,0.183,0.166,0.158,0.174
-122.5,-23,0.148,0.133,0.144,0.152,0.166,0.159,0.187,0.219,0.148,0.133,0.133,0.146
-117.5,-23,0.07,0.062,0.065,0.07,0.084,0.076,0.083,0.091,0.07,0.062,0.064,0.069
-112.5,-23,0.202,0.179,0.178,0.189,0.264,0.216,0.229,0.23,0.192,0.171,0.183,0.196
-107.5,-23,0.324,0.285,0.283,0.287,0.462,0.365,0.34,0.346,0.291,0.266,0.284,0.311
-102.5,-23,1.716,1.503,1.452,1.443,2.462,1.873,1.7,1.65,1.445,1.395,1.471,1.614
-97.5,-23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-92.5,-23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-87.5,-23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-82.5,-23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-77.5,-23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-72.5,-23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-67.5,-23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-62.5,-23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-57.5,-23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-52.5,-23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-47.5,-23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-42.5,-23,7.645,8.875,14.082,19.146,26.875,16,9.691,6.947,6.215,6.441,7.891,8.577
-37.5,-23,0.93,1.063,1.319,1.608,1.967,1.666,1.189,1.048,0.941,1.016,0.954,0.953
-32.5,-23,1.185,1.291,1.382,1.412,1.604,1.299,1.012,1.026,1.02,1.196,1.018,1.11
-27.5,-23,1.726,1.696,1.716,1.816,1.988,1.564,1.255,1.367,1.353,1.628,1.451,1.765
-22.5,-23,3.981,3.56,3.772,3.823,4.311,3.306,2.816,3.059,3.105,3.562,3.33,4.331
-17.5,-23,3.493,3.114,3.264,3.334,3.852,2.964,2.557,2.767,2.825,3.153,3.073,3.952
-12.5,-23,1.303,1.193,1.165,1.241,1.495,1.193,0.966,1.066,1.099,1.164,1.176,1.446
-7.5,-23,0.8,0.757,0.686,0.754,0.93,0.777,0.615,0.663,0.687,0.71,0.727,0.874
